Features extracted and tracked: 815

[866, 11;
 1144, 206;
 1153, 206;
 1189, 206;
 1104, 207;
 1113, 207;
 1128, 207;
 1118, 208;
 1133, 208;
 1139, 208;
 1148, 208;
 615, 209;
 627, 209;
 678, 209;
 712, 209;
 1107, 209;
 1110, 209;
 1154, 209;
 1187, 209;
 1192, 209;
 624, 210;
 1096, 210;
 1101, 210;
 1125, 210;
 1190, 210;
 621, 211;
 707, 211;
 1113, 211;
 1139, 211;
 674, 212;
 703, 212;
 713, 212;
 1103, 212;
 1122, 212;
 1127, 212;
 1132, 212;
 1149, 212;
 1154, 212;
 633, 213;
 1108, 213;
 1125, 213;
 1136, 213;
 1180, 213;
 1188, 213;
 620, 214;
 778, 214;
 1111, 214;
 1141, 214;
 1143, 214;
 1158, 214;
 1185, 214;
 674, 215;
 734, 215;
 765, 215;
 767, 215;
 773, 215;
 1098, 215;
 1139, 215;
 700, 216;
 719, 216;
 728, 216;
 858, 216;
 1095, 216;
 1102, 216;
 1149, 216;
 1187, 216;
 1189, 216;
 716, 217;
 780, 217;
 797, 217;
 1147, 217;
 1179, 217;
 774, 218;
 802, 218;
 1111, 218;
 1175, 218;
 674, 219;
 703, 219;
 733, 219;
 799, 219;
 861, 219;
 1158, 219;
 1177, 219;
 1191, 219;
 697, 220;
 711, 220;
 741, 220;
 778, 220;
 831, 220;
 857, 220;
 699, 221;
 862, 221;
 697, 222;
 820, 222;
 1150, 222;
 1195, 222;
 705, 223;
 724, 223;
 732, 223;
 783, 223;
 801, 223;
 697, 224;
 752, 224;
 836, 224;
 1173, 224;
 1185, 224;
 774, 225;
 831, 225;
 844, 225;
 691, 226;
 723, 226;
 777, 226;
 780, 226;
 828, 226;
 1170, 226;
 1180, 226;
 697, 227;
 736, 227;
 750, 227;
 760, 227;
 817, 227;
 842, 227;
 1151, 227;
 1158, 227;
 1187, 227;
 1169, 228;
 1195, 228;
 778, 230;
 1146, 230;
 689, 231;
 844, 231;
 1179, 231;
 1196, 231;
 678, 232;
 691, 232;
 698, 232;
 722, 232;
 1146, 232;
 1171, 232;
 1174, 232;
 1198, 233;
 774, 234;
 1190, 234;
 753, 235;
 847, 235;
 1168, 235;
 1174, 235;
 1177, 235;
 752, 237;
 1156, 237;
 1166, 238;
 1183, 238;
 1185, 238;
 1187, 238;
 735, 239;
 1154, 239;
 1157, 239;
 1176, 239;
 692, 240;
 731, 240;
 745, 240;
 1183, 240;
 689, 241;
 1179, 241;
 683, 244;
 689, 244;
 692, 244;
 1175, 244;
 692, 247;
 695, 247;
 726, 247;
 749, 247;
 705, 250;
 710, 250;
 748, 250;
 691, 252;
 688, 253;
 706, 253;
 691, 254;
 700, 254;
 703, 255;
 720, 255;
 718, 256;
 746, 256;
 740, 257;
 699, 259;
 743, 261;
 280, 262;
 713, 263;
 748, 264;
 711, 265;
 722, 265;
 689, 267;
 639, 268;
 685, 268;
 710, 268;
 721, 268;
 679, 269;
 706, 269;
 687, 270;
 704, 270;
 744, 271;
 692, 273;
 685, 274;
 743, 274;
 698, 275;
 709, 275;
 700, 276;
 706, 277;
 745, 277;
 397, 278;
 719, 278;
 741, 279;
 673, 280;
 695, 280;
 705, 280;
 710, 280;
 717, 280;
 743, 280;
 699, 281;
 721, 281;
 688, 283;
 704, 283;
 706, 283;
 740, 283;
 746, 283;
 678, 284;
 708, 284;
 715, 284;
 720, 284;
 742, 284;
 784, 284;
 745, 285;
 674, 287;
 744, 287;
 952, 287;
 699, 288;
 950, 288;
 955, 289;
 958, 289;
 960, 289;
 962, 289;
 710, 290;
 694, 291;
 698, 291;
 704, 293;
 739, 293;
 693, 294;
 667, 295;
 697, 295;
 710, 295;
 720, 295;
 741, 295;
 650, 296;
 699, 296;
 687, 297;
 693, 297;
 739, 297;
 367, 298;
 702, 298;
 714, 298;
 708, 299;
 719, 299;
 691, 300;
 716, 300;
 743, 301;
 697, 303;
 700, 304;
 715, 304;
 664, 305;
 693, 305;
 696, 305;
 743, 305;
 284, 306;
 670, 306;
 701, 306;
 710, 306;
 672, 307;
 706, 307;
 741, 307;
 670, 308;
 681, 308;
 692, 308;
 708, 309;
 696, 310;
 678, 311;
 700, 311;
 670, 312;
 681, 312;
 703, 314;
 708, 314;
 714, 314;
 718, 314;
 625, 315;
 693, 317;
 706, 317;
 740, 318;
 694, 319;
 734, 319;
 692, 320;
 695, 321;
 732, 321;
 702, 322;
 707, 325;
 718, 325;
 729, 325;
 672, 326;
 732, 326;
 284, 327;
 671, 328;
 977, 331;
 677, 336;
 732, 336;
 646, 338;
 542, 339;
 356, 340;
 648, 340;
 644, 342;
 647, 342;
 688, 344;
 596, 345;
 684, 345;
 602, 346;
 1079, 346;
 621, 347;
 1081, 347;
 483, 348;
 1152, 348;
 1158, 348;
 638, 349;
 1085, 351;
 287, 352;
 414, 352;
 644, 352;
 640, 353;
 693, 353;
 939, 354;
 1081, 354;
 1122, 354;
 636, 355;
 640, 355;
 642, 356;
 646, 359;
 1152, 359;
 783, 360;
 1087, 360;
 400, 361;
 785, 361;
 797, 361;
 397, 363;
 785, 363;
 400, 364;
 639, 364;
 645, 364;
 650, 365;
 493, 366;
 408, 367;
 490, 367;
 639, 367;
 646, 367;
 493, 368;
 1152, 368;
 830, 369;
 1087, 369;
 505, 370;
 560, 370;
 648, 370;
 810, 371;
 814, 371;
 824, 371;
 1149, 371;
 286, 372;
 510, 372;
 664, 372;
 669, 372;
 897, 373;
 978, 373;
 485, 374;
 563, 374;
 627, 374;
 633, 374;
 640, 374;
 939, 374;
 941, 374;
 1087, 374;
 1098, 374;
 1144, 374;
 517, 375;
 1095, 375;
 1109, 375;
 830, 376;
 1104, 376;
 1106, 376;
 632, 377;
 606, 378;
 608, 378;
 641, 378;
 824, 378;
 826, 378;
 932, 378;
 934, 378;
 939, 378;
 980, 378;
 287, 379;
 532, 379;
 704, 379;
 706, 379;
 942, 379;
 966, 379;
 599, 380;
 733, 380;
 963, 380;
 1004, 380;
 551, 381;
 601, 381;
 615, 381;
 620, 381;
 636, 381;
 640, 381;
 649, 381;
 988, 381;
 498, 382;
 999, 382;
 1002, 382;
 479, 383;
 642, 383;
 713, 383;
 409, 384;
 648, 384;
 652, 384;
 400, 385;
 660, 385;
 711, 385;
 947, 385;
 969, 385;
 1001, 385;
 954, 386;
 712, 387;
 716, 387;
 717, 389;
 984, 393;
 1015, 400;
 288, 444;
 291, 448;
 511, 459;
 601, 470;
 318, 532;
 309, 546;
 302, 559;
 889, 568;
 919, 584;
 921, 586;
 926, 588;
 928, 589;
 1095, 589;
 455, 592;
 604, 605;
 602, 606;
 712, 634;
 697, 637;
 976, 643;
 574, 650;
 608, 651;
 460, 658;
 1000, 668;
 840, 681;
 1179, 707;
 216, 712]
