Tracked points: 815
Barrier: 10
Max acceptable difference: 10000

[866, 10;
 630, 172;
 582, 173;
 634, 173;
 655, 173;
 657, 173;
 469, 172;
 573, 174;
 596, 174;
 690, 176;
 1106, 176;
 1117, 176;
 1137, 176;
 1141, 176;
 494, 173;
 566, 175;
 600, 175;
 612, 175;
 722, 176;
 1164, 177;
 580, 176;
 642, 176;
 644, 176;
 1142, 178;
 1158, 178;
 1161, 178;
 656, 177;
 660, 177;
 1105, 179;
 1166, 179;
 611, 178;
 1099, 180;
 1128, 180;
 584, 179;
 600, 179;
 606, 179;
 644, 179;
 1133, 181;
 626, 181;
 629, 181;
 713, 179;
 634, 182;
 1102, 184;
 1126, 184;
 624, 183;
 640, 183;
 654, 183;
 650, 184;
 1169, 186;
 629, 185;
 643, 185;
 911, 186;
 1154, 187;
 614, 186;
 647, 186;
 651, 186;
 653, 186;
 656, 186;
 783, 187;
 1171, 188;
 1175, 188;
 597, 187;
 619, 187;
 1157, 189;
 614, 188;
 647, 188;
 1177, 190;
 507, 188;
 644, 189;
 653, 189;
 1175, 191;
 600, 190;
 625, 190;
 634, 190;
 692, 191;
 645, 191;
 1180, 193;
 598, 192;
 605, 192;
 607, 192;
 642, 192;
 647, 192;
 705, 193;
 1182, 194;
 601, 193;
 651, 193;
 673, 194;
 686, 194;
 692, 194;
 731, 195;
 621, 194;
 642, 194;
 1175, 196;
 1183, 196;
 1190, 196;
 616, 195;
 702, 196;
 1193, 197;
 725, 197;
 1108, 198;
 1184, 198;
 1195, 198;
 614, 197;
 635, 197;
 644, 197;
 677, 198;
 701, 198;
 1114, 199;
 1190, 199;
 618, 198;
 632, 198;
 670, 199;
 672, 199;
 697, 199;
 1187, 200;
 1198, 200;
 656, 199;
 1156, 201;
 1162, 201;
 1192, 201;
 564, 200;
 605, 200;
 609, 200;
 672, 201;
 674, 201;
 1118, 202;
 1138, 202;
 1194, 202;
 1200, 202;
 578, 203;
 663, 202;
 1110, 203;
 1136, 203;
 1150, 203;
 1154, 203;
 1188, 203;
 270, 204;
 641, 202;
 657, 202;
 679, 203;
 1122, 204;
 1190, 204;
 1197, 204;
 631, 203;
 709, 204;
 1097, 205;
 1099, 205;
 1112, 205;
 1116, 205;
 1142, 205;
 1140, 206;
 1151, 206;
 1160, 206;
 1196, 206;
 1110, 207;
 1119, 207;
 1134, 207;
 1124, 208;
 1139, 208;
 1145, 208;
 1155, 208;
 611, 207;
 624, 207;
 676, 208;
 710, 208;
 1113, 209;
 1116, 209;
 1161, 209;
 1194, 209;
 1199, 209;
 621, 208;
 1102, 210;
 1107, 210;
 1131, 210;
 1197, 210;
 617, 209;
 705, 210;
 1119, 211;
 1146, 211;
 672, 211;
 701, 211;
 711, 211;
 1109, 212;
 1128, 212;
 1133, 212;
 1138, 212;
 1156, 212;
 1161, 212;
 630, 211;
 1114, 213;
 1131, 213;
 1142, 213;
 1187, 213;
 1195, 213;
 616, 212;
 778, 213;
 1117, 214;
 1148, 214;
 1150, 214;
 1165, 214;
 1192, 214;
 672, 214;
 733, 214;
 764, 214;
 766, 214;
 772, 214;
 1104, 215;
 1145, 215;
 698, 215;
 717, 215;
 727, 215;
 860, 216;
 1101, 216;
 1108, 216;
 1156, 216;
 1194, 216;
 1196, 216;
 714, 216;
 780, 216;
 797, 216;
 1154, 217;
 1186, 217;
 773, 217;
 802, 217;
 1117, 218;
 1182, 218;
 672, 218;
 701, 218;
 732, 218;
 799, 218;
 863, 219;
 1165, 219;
 1184, 219;
 1198, 219;
 695, 219;
 709, 219;
 740, 219;
 778, 219;
 831, 220;
 859, 220;
 697, 220;
 864, 221;
 695, 221;
 821, 222;
 1157, 222;
 1202, 222;
 703, 222;
 723, 222;
 731, 222;
 783, 222;
 800, 222;
 695, 223;
 751, 223;
 837, 224;
 1180, 224;
 1192, 224;
 774, 224;
 832, 225;
 846, 225;
 689, 226;
 722, 225;
 777, 225;
 780, 225;
 828, 226;
 1177, 226;
 1187, 226;
 695, 227;
 735, 226;
 749, 226;
 759, 226;
 820, 227;
 844, 227;
 1158, 227;
 1165, 227;
 1194, 227;
 1176, 228;
 1202, 228;
 778, 229;
 1152, 230;
 687, 231;
 845, 231;
 1186, 231;
 1204, 231;
 676, 231;
 689, 232;
 696, 232;
 721, 231;
 1152, 232;
 1178, 232;
 1181, 232;
 1205, 233;
 774, 234;
 1198, 234;
 752, 235;
 848, 235;
 1175, 235;
 1181, 235;
 1184, 235;
 751, 237;
 1161, 237;
 1173, 238;
 1191, 238;
 1193, 238;
 1195, 238;
 734, 238;
 1159, 239;
 1162, 239;
 1183, 239;
 690, 240;
 730, 239;
 744, 242;
 1191, 240;
 687, 241;
 1186, 241;
 681, 244;
 687, 244;
 690, 244;
 1181, 244;
 690, 247;
 693, 247;
 725, 246;
 748, 247;
 703, 250;
 708, 250;
 747, 252;
 689, 252;
 686, 253;
 704, 253;
 689, 253;
 698, 254;
 701, 255;
 719, 255;
 716, 256;
 745, 258;
 739, 257;
 697, 259;
 742, 263;
 270, 262;
 711, 263;
 747, 266;
 709, 265;
 721, 265;
 686, 267;
 632, 268;
 683, 268;
 708, 268;
 720, 268;
 676, 269;
 704, 269;
 685, 270;
 702, 270;
 743, 273;
 690, 273;
 683, 274;
 742, 276;
 696, 275;
 707, 275;
 698, 276;
 704, 277;
 744, 279;
 388, 278;
 717, 278;
 740, 281;
 670, 280;
 693, 280;
 703, 280;
 708, 280;
 715, 280;
 742, 282;
 697, 281;
 719, 281;
 686, 283;
 702, 283;
 704, 283;
 739, 285;
 745, 285;
 676, 283;
 706, 284;
 713, 284;
 718, 284;
 741, 286;
 784, 285;
 744, 287;
 671, 287;
 743, 289;
 955, 289;
 697, 288;
 953, 290;
 958, 291;
 961, 291;
 963, 291;
 965, 291;
 708, 290;
 692, 291;
 696, 291;
 702, 293;
 738, 295;
 691, 294;
 664, 295;
 695, 295;
 708, 295;
 718, 295;
 740, 297;
 647, 296;
 697, 296;
 685, 297;
 691, 297;
 738, 299;
 357, 298;
 700, 298;
 712, 298;
 706, 299;
 717, 299;
 689, 300;
 714, 300;
 742, 303;
 695, 303;
 698, 304;
 713, 304;
 661, 305;
 691, 305;
 694, 305;
 742, 307;
 274, 306;
 667, 306;
 699, 306;
 708, 306;
 669, 310;
 704, 307;
 740, 309;
 667, 308;
 678, 311;
 690, 308;
 706, 311;
 694, 312;
 675, 314;
 698, 311;
 667, 312;
 678, 315;
 701, 316;
 706, 316;
 712, 316;
 716, 316;
 621, 315;
 691, 319;
 704, 319;
 739, 320;
 692, 321;
 733, 321;
 690, 322;
 693, 323;
 731, 323;
 700, 324;
 705, 327;
 716, 327;
 728, 327;
 669, 329;
 731, 328;
 274, 327;
 668, 331;
 981, 341;
 674, 339;
 731, 338;
 643, 341;
 538, 342;
 345, 340;
 645, 343;
 641, 345;
 644, 345;
 686, 346;
 594, 347;
 682, 347;
 598, 349;
 1084, 349;
 619, 349;
 1086, 350;
 479, 351;
 1157, 351;
 1163, 351;
 634, 352;
 1090, 354;
 277, 352;
 408, 357;
 640, 355;
 636, 356;
 691, 355;
 942, 356;
 1086, 357;
 1127, 357;
 632, 358;
 636, 358;
 638, 359;
 642, 362;
 1157, 362;
 782, 362;
 1092, 363;
 388, 361;
 785, 363;
 797, 364;
 390, 369;
 784, 365;
 394, 369;
 635, 367;
 641, 367;
 646, 368;
 489, 369;
 402, 372;
 488, 369;
 635, 370;
 642, 370;
 489, 371;
 1157, 371;
 831, 372;
 1092, 373;
 499, 375;
 556, 373;
 645, 373;
 811, 374;
 814, 374;
 824, 374;
 1154, 375;
 276, 372;
 506, 375;
 661, 375;
 666, 375;
 898, 376;
 983, 377;
 481, 377;
 559, 377;
 623, 377;
 629, 377;
 636, 377;
 940, 377;
 946, 378;
 1092, 378;
 1103, 378;
 1149, 378;
 513, 378;
 1100, 378;
 1114, 379;
 830, 379;
 1109, 379;
 1111, 379;
 628, 380;
 602, 381;
 604, 381;
 637, 381;
 824, 381;
 826, 381;
 933, 381;
 935, 381;
 940, 381;
 985, 382;
 278, 387;
 528, 382;
 701, 382;
 703, 382;
 947, 383;
 971, 383;
 595, 383;
 738, 383;
 968, 384;
 1009, 384;
 547, 384;
 597, 384;
 611, 384;
 616, 384;
 632, 384;
 637, 384;
 646, 384;
 993, 385;
 494, 385;
 1004, 386;
 1007, 386;
 475, 386;
 638, 386;
 710, 386;
 405, 387;
 644, 387;
 649, 387;
 396, 389;
 657, 388;
 710, 389;
 952, 389;
 974, 389;
 1006, 389;
 959, 390;
 711, 391;
 713, 390;
 716, 393;
 989, 397;
 1020, 404;
 279, 452;
 281, 448;
 502, 467;
 592, 478;
 306, 532;
 301, 540;
 293, 552;
 886, 580;
 916, 596;
 918, 598;
 923, 600;
 925, 601;
 1105, 597;
 465, 600;
 614, 598;
 612, 599;
 716, 646;
 701, 648;
 968, 638;
 578, 662;
 599, 659;
 457, 670;
 997, 659;
 828, 681;
 1176, 719;
 225, 719]
