0; 4378; 3507; 2571;
0; 3507; 2752; 1092;
0; 2752; 7587; 405;
0; 7587; 1138; 664;
7; 1138; 1522; 197;
81; 1522; 1013; 647;
0; 1013; 2033; 35;
