3D points in world system: 943

[127.1366770824744, 0.5377619606757866, 0.1336873716377453;
 127.0519805878237, 1.137770189572984, 0.1416410513797789;
 127.0548599158197, 1.074298462876719, 0.1337419975053204;
 127.0267825000439, 1.257018588145937, 0.1391312500685069;
 127.0269469719541, 1.254271045584551, 0.1388273175469164;
 126.9465091892416, 1.698421215083334, 0.1410517643279609;
 126.8752144268734, 2.050553474656691, 0.1362785377052544;
 126.8290360263239, 2.283522714858163, 0.1339273060937534;
 126.842704629441, 2.489608877010761, 0.1550562271914698;
 126.9077164570809, 2.400655322392086, 0.1541912788050853;
 126.7875621587245, 2.77226615437859, 0.1534870250791449;
 126.8190936467186, 2.902088286298272, 0.1561690058633718;
 126.8199787121091, 2.88783867028507, 0.1554046727859408;
 126.6722381957889, 3.486363243694448, 0.2045813173632152;
 126.729633260602, 3.086235179236542, 0.1537883785962522;
 126.7269949230661, 2.871989870504692, 0.1397156051517723;
 126.6328590742936, 3.708310983679723, 0.2055105215764046;
 126.7173272603609, 3.32700955881111, 0.157794009731427;
 126.7044137897509, 3.208620299047115, 0.1522791066705271;
 126.7081914422166, 3.174305761924259, 0.1506541813910854;
 126.789556951095, 2.414437908272544, 0.1338682871581896;
 126.6788016522209, 3.336557969735824, 0.1511579795164544;
 126.655021267409, 3.21167104125318, 0.1334617917641114;
 126.6774442074626, 3.848922515486155, 0.1702468322981156;
 126.6804922912344, 3.807916752348574, 0.1684401298795232;
 126.6462786789559, 3.525209297408005, 0.1527591605091744;
 126.6154621459149, 4.43707985726224, 0.1878310029799785;
 126.6432350864628, 4.051689873162853, 0.1715835917087393;
 126.6460446885129, 3.823715140143287, 0.1553786993072776;
 126.5966630359203, 3.770871847221127, 0.1503412636365809;
 126.5980887021191, 3.560562597764871, 0.1392652511048885;
 126.5997284899855, 3.548878371041775, 0.138808982069193;
 126.6190007820363, 3.959414923405042, 0.1545864337885014;
 126.5616680647102, 3.977385971540166, 0.1524719859437389;
 126.5448075850341, 4.59662151553283, 0.1726173207523144;
 126.5601442780848, 4.427386467885655, 0.1662877565924393;
 126.5394539685425, 4.287357174627677, 0.1581606557483537;
 126.5295457311155, 4.159405408632977, 0.1535426533461535;
 126.5049944103654, 4.281326615073844, 0.1524029040815982;
 126.5046835899681, 4.399495399800815, 0.1511278829472242;
 126.4855872516246, 4.364977364735407, 0.1500296559251398;
 126.4925106850959, 4.129033891575771, 0.1396088965811759;
 126.4101399124123, 5.519852363651234, 0.1861405370725822;
 126.5105261625341, 3.451125856979533, 0.1170229203433602;
 126.5137042357189, 3.435345957413887, 0.1164871415615806;
 126.3807471659053, 5.494442863170756, 0.1735736496630644;
 126.3328349428489, 5.478672729760807, 0.1653385222847137;
 126.3717251734224, 4.980170431645537, 0.1504283159809869;
 126.4475895325013, 3.7894608267686, 0.1166402890113644;
