Tracked points: 943
Barrier: 10
Max acceptable difference: 10000

[948, 4;
 621, 239;
 605, 240;
 647, 240;
 693, 241;
 600, 242;
 628, 242;
 647, 243;
 125, 245;
 600, 244;
 641, 244;
 692, 244;
 911, 243;
 643, 245;
 1117, 245;
 599, 246;
 639, 247;
 643, 247;
 377, 248;
 648, 248;
 385, 250;
 640, 249;
 657, 249;
 660, 249;
 692, 249;
 393, 251;
 436, 250;
 566, 250;
 384, 251;
 452, 251;
 640, 252;
 652, 252;
 567, 253;
 579, 253;
 584, 253;
 633, 253;
 636, 253;
 655, 253;
 568, 255;
 607, 255;
 585, 256;
 653, 256;
 1147, 256;
 605, 257;
 1135, 257;
 1132, 258;
 1194, 258;
 607, 259;
 629, 259;
 585, 262;
 617, 262;
 633, 262;
 637, 263;
 659, 263;
 622, 264;
 644, 264;
 689, 264;
 1025, 265;
 1028, 265;
 1031, 265;
 634, 265;
 1033, 266;
 1021, 267;
 613, 267;
 1019, 268;
 584, 268;
 689, 268;
 1019, 270;
 588, 271;
 615, 271;
 656, 272;
 692, 272;
 695, 272;
 695, 274;
 713, 274;
 610, 275;
 654, 276;
 687, 277;
 999, 278;
 1041, 278;
 1090, 278;
 1064, 280;
 1100, 280;
 581, 280;
 693, 280;
 977, 281;
 981, 281;
 985, 281;
 1048, 281;
 1062, 281;
 990, 282;
 975, 283;
 977, 283;
 1093, 283;
 992, 284;
 1101, 284;
 572, 284;
 619, 284;
 1142, 287;
 1000, 287;
 1010, 287;
 1068, 287;
 909, 282;
 1092, 288;
 504, 288;
 584, 288;
 683, 288;
 1071, 289;
 1078, 289;
 1096, 289;
 1059, 290;
 1082, 290;
 1092, 290;
 1099, 290;
 1122, 290;
 1084, 291;
 1060, 292;
 1091, 292;
 1036, 294;
 1105, 293;
 1015, 295;
 1085, 294;
 685, 294;
 1140, 294;
 573, 296;
 1027, 298;
 546, 297;
 570, 297;
 1030, 299;
 544, 298;
 1141, 301;
 684, 299;
 566, 300;
 574, 302;
 570, 303;
 567, 304;
 577, 304;
 908, 301;
 596, 306;
 577, 307;
 591, 312;
 682, 319;
 1140, 329;
 545, 318;
 574, 320;
 1136, 332;
 542, 327;
 666, 332;
 571, 328;
 542, 329;
 570, 331;
 545, 332;
 1136, 346;
 1139, 351;
 585, 360;
 951, 353;
 1134, 358;
 1142, 359;
 1213, 358;
 733, 363;
 1235, 360;
 589, 365;
 1232, 361;
 1215, 362;
 1235, 362;
 1225, 363;
 1227, 364;
 1173, 366;
 1218, 366;
 1228, 366;
 779, 369;
 1219, 368;
 1224, 368;
 1242, 368;
 1175, 369;
 1180, 369;
 1182, 369;
 670, 373;
 673, 373;
 1217, 370;
 1233, 370;
 459, 375;
 1211, 372;
 1227, 372;
 1231, 372;
 599, 378;
 625, 377;
 771, 375;
 773, 376;
 785, 376;
 961, 376;
 1231, 375;
 69, 369;
 301, 379;
 487, 380;
 961, 378;
 676, 381;
 680, 381;
 646, 383;
 715, 382;
 723, 382;
 744, 381;
 1233, 380;
 726, 382;
 812, 383;
 676, 385;
 1027, 386;
 503, 386;
 662, 386;
 674, 386;
 1212, 385;
 665, 387;
 841, 389;
 406, 394;
 756, 390;
 844, 390;
 763, 391;
 1164, 391;
 1214, 389;
 1228, 389;
 1240, 390;
 1259, 390;
 1227, 391;
 1262, 391;
 861, 394;
 968, 393;
 1162, 394;
 1234, 392;
 1252, 393;
 1274, 393;
 742, 396;
 1212, 394;
 1168, 395;
 846, 397;
 1268, 397;
 1262, 398;
 341, 396;
 503, 402;
 900, 400;
 1156, 399;
 1160, 399;
 1205, 399;
 1207, 399;
 1210, 399;
 1212, 399;
 1247, 399;
 1260, 399;
 1165, 401;
 1168, 400;
 1182, 400;
 517, 404;
 1183, 401;
 1236, 401;
 1170, 403;
 1180, 402;
 1186, 402;
 342, 400;
 376, 406;
 900, 404;
 914, 404;
 1148, 403;
 890, 406;
 1180, 404;
 569, 408;
 572, 408;
 580, 407;
 878, 407;
 898, 406;
 958, 406;
 1028, 406;
 1070, 407;
 1102, 407;
 1114, 407;
 731, 409;
 1168, 406;
 952, 408;
 1029, 408;
 1095, 409;
 1105, 408;
 1119, 408;
 1174, 408;
 922, 409;
 955, 409;
 1026, 410;
 1037, 409;
 1044, 409;
 1064, 410;
 1090, 410;
 1133, 409;
 305, 417;
 338, 406;
 729, 412;
 930, 410;
 959, 410;
 973, 411;
 1042, 411;
 1059, 411;
 1077, 411;
 1141, 410;
 1143, 409;
 1180, 409;
 391, 415;
 726, 413;
 993, 412;
 959, 412;
 983, 413;
 986, 413;
 997, 413;
 1111, 412;
 335, 409;
 728, 415;
 977, 414;
 1034, 414;
 966, 415;
 1014, 415;
 1040, 415;
 1139, 414;
 294, 417;
 1136, 415;
 650, 418;
 655, 418;
 968, 417;
 970, 417;
 973, 417;
 977, 417;
 1093, 417;
 1113, 416;
 1140, 416;
 1058, 418;
 1136, 417;
 653, 420;
 1002, 419;
 1007, 419;
 1016, 419;
 1034, 419;
 1057, 418;
 602, 421;
 651, 421;
 978, 420;
 980, 420;
 1004, 420;
 1010, 420;
 1025, 420;
 1041, 420;
 1087, 420;
 625, 422;
 969, 421;
 997, 421;
 1111, 420;
 1127, 421;
 629, 423;
 611, 424;
 969, 423;
 1073, 423;
 1086, 423;
 652, 425;
 656, 425;
 637, 426;
 654, 427;
 686, 427;
 983, 426;
 989, 426;
 994, 426;
 997, 426;
 288, 426;
 987, 427;
 1020, 427;
 655, 429;
 498, 431;
 997, 429;
 650, 431;
 999, 430;
 1001, 431;
 382, 433;
 637, 433;
 639, 433;
 386, 434;
 391, 435;
 331, 437;
 458, 435;
 499, 437;
 419, 438;
 616, 438;
 623, 438;
 372, 439;
 375, 439;
 1048, 438;
 643, 443;
 647, 443;
 1052, 441;
 328, 444;
 1046, 443;
 332, 445;
 643, 446;
 120, 450;
 1073, 450;
 268, 449;
 1078, 451;
 1101, 451;
 1084, 452;
 124, 456;
 1093, 454;
 1112, 457;
 1112, 461;
 1126, 461;
 1137, 461;
 1127, 463;
 1144, 465;
 1141, 467;
 1161, 470;
 1156, 471;
 1169, 474;
 1174, 476;
 1210, 480;
 1212, 480;
 1186, 482;
 1202, 482;
 1216, 484;
 1213, 486;
 1249, 489;
 1268, 493;
 1238, 493;
 1269, 500;
 1249, 498;
 517, 493;
 424, 553;
 426, 554;
 66, 548;
 440, 557;
 442, 557;
 600, 569;
 1231, 580;
 1008, 584;
 436, 600;
 816, 602;
 645, 592;
 415, 603;
 295, 611;
 741, 626;
 351, 630;
 490, 637;
 881, 648;
 254, 649;
 420, 644;
 780, 647;
 800, 641;
 278, 647;
 274, 664;
 587, 653;
 458, 661;
 166, 656;
 999, 669;
 25, 680;
 836, 696;
 838, 696;
 526, 691;
 833, 695;
 256, 693;
 368, 706;
 1072, 715;
 553, 699;
 418, 712;
 456, 719;
 18, 715]
